 , C00, C02, C05, C06, C07, C08, C09, C11, C12, C14, C15, C16, C17, C18, C23, C24
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
179.2324620759378, 1.908483, 2.575686, 2.357451, 0.07511967, 0.02418949, 2.383554, 0.8198313, 1.789937, 0, 0.6072848, 0.123189, 1.700916, 3.834882, 0.03224202, 2.106816, 2.668452
179.3324244083839, 1.778811, 2.460095, 2.237027, 0.07044444, 0.02243632, 2.246705, 0.7783938, 1.672608, 0, 1.328728, 0.1181984, 1.993285, 3.556733, 0.03017892, 1.984528, 2.525498
179.4323867408301, 1.703075, 2.356624, 2.122755, 0.06606019, 0.02081022, 2.117712, 0.7390508, 2.241103, 0, 1.168522, 0.1134101, 1.891153, 3.298758, 0.02824783, 1.869338, 2.390203
179.5323490732762, 1.58736, 2.610436, 3.244627, 0.0619488, 0.01930197, 1.996126, 0.7016963, 2.465859, 0, 1.027632, 0.1088157, 1.794254, 3.059495, 0.02644031, 1.760834, 2.262156
179.6323114057224, 1.479506, 2.562716, 3.078884, 0.05809329, 0.01790303, 1.881521, 0.6662299, 5.370615, 0, 1.27837, 0.1044074, 1.70232, 2.837585, 0.02474845, 1.658628, 2.140969
179.7322737381685, 1.378981, 2.447707, 2.921608, 0.05447774, 0.01660549, 1.773495, 0.6325561, 6.793828, 0, 1.124235, 0.1001777, 1.615096, 2.631772, 0.02316485, 1.562355, 2.026273
179.8322360706146, 1.634348, 2.33786, 2.772366, 0.05108721, 0.01540198, 1.671672, 0.6005843, 10.78383, 0, 0.9886848, 0.09611937, 1.532342, 2.440886, 0.02168258, 2.314117, 1.917722
179.9321984030608, 1.523302, 2.232942, 2.630747, 0.04790769, 0.0142857, 1.575694, 0.5702285, 11.8844, 0, 0.8694779, 0.09222544, 1.453827, 2.263845, 0.02029516, 2.179796, 1.814987
180.0321607355069, 1.419801, 2.132733, 3.40894, 0.04492606, 0.01325033, 1.485227, 0.5414069, 15.0244, 0, 0.7646439, 0.08848926, 1.379336, 2.099645, 0.01899651, 2.231242, 2.819103
180.1321230679531, 1.323332, 2.037021, 3.234804, 0.04212999, 0.01228999, 1.399955, 0.5140421, 15.70147, 0, 0.6724499, 0.08490444, 1.308661, 1.947355, 0.01778096, 2.101732, 2.668079
180.2320854003992, 1.233418, 1.945604, 3.069563, 0.03950795, 0.01139926, 1.319578, 0.4880605, 14.67225, 0, 0.5913718, 0.08146484, 1.241608, 1.806111, 0.0166432, 1.979739, 3.250563
